iter	Passed	Remaining
179	761	3467
180	764	3457
181	767	3449
182	770	3440
183	773	3431
184	777	3423
185	780	3415
186	783	3406
187	786	3397
188	789	3389
189	793	3383
190	797	3377
191	801	3371
192	804	3365
193	809	3363
194	813	3357
195	816	3350
196	820	3345
197	824	3339
198	828	3334
199	832	3331
200	837	3327
201	841	3323
202	844	3317
203	848	3311
204	852	3306
205	856	3301
206	860	3295
207	863	3289
208	867	3284
209	871	3278
210	875	3274
211	879	3268
212	882	3261
213	886	3256
214	890	3250
215	894	3245
216	898	3241
217	902	3236
218	906	3232
219	910	3226
220	914	3223
221	918	3218
222	922	3213
223	926	3210
224	930	3204
225	934	3201
226	938	3196
227	942	3191
228	946	3186
229	949	3179
230	953	3175
231	957	3169
232	961	3163
233	964	3156
234	967	3150
235	970	3142
236	974	3138
237	978	3132
238	982	3127
239	985	3120
240	988	3114
241	992	3109
242	996	3103
243	999	3097
244	1003	3092
245	1007	3086
246	1010	3079
247	1013	3074
248	1017	3068
249	1021	3064
250	1025	3060
251	1029	3054
252	1033	3050
253	1037	3046
254	1041	3041
255	1044	3035
256	1048	3031
257	1051	3025
258	1056	3022
259	1060	3018
260	1064	3013
261	1067	3007
262	1071	3002
263	1075	2997
264	1079	2992
265	1082	2987
266	1086	2981
267	1090	2978
268	1094	2974
269	1098	2970
270	1102	2964
271	1105	2959
272	1109	2955
273	1112	2948
274	1116	2943
275	1120	2938
276	1124	2934
277	1128	2929
278	1131	2925
279	1135	2919
280	1139	2914
281	1142	2909
282	1145	2903
283	1149	2897
284	1152	2890
285	1156	2886
286	1159	2881
287	1163	2875
288	1166	2870
289	1170	2866
290	1174	2861
291	1178	2857
292	1182	2853
293	1186	2849
294	1190	2846
295	1194	2841
296	1198	2837
297	1202	2832
298	1206	2827
299	1209	2822
300	1213	2817
301	1217	2813
302	1220	2808
303	1225	2805
304	1229	2801
305	1234	2799
306	1237	2794
307	1241	2790
308	1245	2786
309	1250	2782
310	1254	2778
311	1258	2774
312	1262	2771
313	1266	2766
314	1270	2762
315	1274	2758
316	1277	2753
317	1282	2750
318	1286	2746
319	1291	2743
320	1294	2738
321	1298	2734
322	1302	2730
323	1305	2724
324	1309	2720
325	1313	2716
326	1318	2713
327	1322	2710
328	1326	2705
329	1330	2701
330	1334	2697
331	1338	2693
332	1342	2688
333	1346	2684
334	1350	2679
335	1353	2674
336	1357	2670
337	1360	2665
338	1364	2660
339	1368	2655
340	1376	2659
341	1379	2654
342	1383	2649
343	1386	2643
344	1390	2639
345	1393	2633
346	1396	2628
347	1400	2623
348	1403	2618
349	1407	2614
350	1411	2609
351	1414	2604
352	1418	2599
353	1421	2593
354	1424	2588
355	1428	2583
356	1431	2578
357	1434	2573
358	1438	2569
359	1442	2564
360	1446	2559
361	1449	2554
362	1452	2549
363	1456	2545
364	1460	2540
365	1463	2535
366	1467	2530
367	1470	2525
368	1474	2521
369	1478	2517
370	1482	2513
371	1486	2509
372	1491	2507
373	1496	2504
374	1500	2501
375	1505	2498
376	1509	2494
377	1513	2490
378	1517	2486
379	1521	2482
380	1541	2505
381	1545	2500
382	1549	2495
383	1552	2490
384	1556	2485
385	1559	2480
386	1562	2475
387	1566	2470
388	1569	2465
389	1573	2460
390	1576	2455
391	1580	2450
392	1583	2446
393	1587	2441
394	1590	2436
395	1593	2430
396	1597	2425
397	1600	2420
398	1604	2416
399	1607	2410
400	1611	2406
401	1614	2401
402	1618	2396
403	1621	2391
404	1625	2387
405	1628	2382
406	1631	2377
407	1634	2372
408	1638	2367
409	1641	2362
410	1645	2358
411	1649	2354
412	1653	2349
413	1656	2344
414	1660	2340
415	1663	2335
416	1667	2331
417	1671	2326
418	1674	2321
419	1678	2317
420	1681	2312
421	1684	2307
422	1688	2303
423	1691	2298
424	1694	2293
425	1698	2288
426	1701	2283
427	1705	2278
428	1708	2274
429	1711	2269
430	1715	2264
431	1718	2260
432	1722	2255
433	1725	2250
434	1728	2245
435	1732	2241
436	1735	2236
437	1739	2231
438	1742	2226
439	1746	2222
440	1749	2217
441	1752	2213
442	1755	2207
443	1759	2203
444	1762	2198
445	1766	2194
446	1769	2189
447	1773	2185
448	1776	2180
449	1780	2175
450	1783	2171
451	1787	2166
452	1790	2161
453	1793	2157
454	1797	2152
455	1800	2147
456	1803	2143
457	1807	2138
458	1810	2134
459	1814	2129
460	1817	2125
461	1821	2120
462	1825	2116
463	1828	2112
464	1832	2108
465	1836	2104
466	1840	2100
467	1843	2095
468	1846	2091
469	1849	2086
470	1854	2082
471	1857	2078
472	1861	2073
473	1864	2069
474	1868	2065
475	1872	2061
476	1876	2057
477	1880	2053
478	1883	2048
479	1886	2043
480	1889	2039
481	1893	2034
482	1896	2029
483	1900	2025
484	1903	2021
485	1907	2017
486	1910	2012
487	1914	2008
488	1918	2004
489	1921	1999
490	1924	1995
491	1928	1991
492	1932	1987
493	1936	1983
494	1940	1979
495	1944	1975
496	1948	1972
497	1952	1967
498	1956	1964
499	1960	1960
500	1965	1957
501	1969	1953
502	1973	1949
503	1977	1945
504	1980	1941
505	1984	1937
506	1988	1933
507	1992	1929
508	1996	1925
509	2000	1921
510	2003	1917
511	2007	1913
512	2010	1908
513	2014	1905
514	2018	1901
515	2023	1897
516	2027	1894
517	2031	1890
518	2035	1886
519	2039	1882
520	2043	1878
521	2047	1874
522	2050	1870
523	2054	1866
524	2058	1862
525	2063	1859
526	2066	1855
527	2070	1850
528	2073	1846
529	2077	1842
530	2081	1838
531	2085	1834
532	2089	1830
533	2093	1826
534	2096	1822
535	2099	1817
536	2103	1813
537	2106	1809
538	2109	1804
539	2113	1800
540	2116	1795
541	2119	1791
542	2123	1787
543	2126	1782
544	2130	1778
545	2133	1773
546	2136	1769
547	2140	1765
548	2143	1760
549	2146	1756
550	2149	1751
551	2152	1747
552	2156	1743
553	2159	1738
554	2162	1734
555	2165	1729
556	2169	1725
557	2172	1721
558	2175	1716
559	2179	1712
560	2182	1708
561	2185	1703
562	2189	1699
563	2192	1694
564	2195	1690
565	2198	1685
566	2202	1681
567	2205	1677
568	2208	1672
569	2211	1668
570	2215	1664
571	2219	1660
572	2222	1656
573	2225	1651
574	2228	1647
575	2231	1642
576	2235	1638
577	2238	1634
578	2241	1629
579	2245	1625
580	2248	1621
581	2251	1617
582	2254	1612
583	2258	1608
584	2261	1604
585	2264	1599
586	2267	1595
587	2271	1591
588	2275	1587
589	2278	1583
590	2281	1578
591	2285	1575
592	2289	1571
593	2294	1568
594	2298	1564
595	2302	1560
596	2306	1557
597	2310	1553
598	2313	1548
599	2317	1544
600	2320	1540
601	2323	1536
602	2327	1532
603	2331	1528
604	2334	1524
605	2338	1520
606	2342	1516
607	2345	1512
608	2349	1508
609	2352	1504
610	2356	1500
611	2359	1496
612	2364	1492
613	2368	1488
614	2372	1485
615	2375	1481
616	2379	1477
617	2383	1473
618	2386	1469
619	2390	1465
620	2394	1461
621	2398	1457
622	2402	1453
623	2406	1449
624	2410	1446
625	2414	1442
626	2418	1438
627	2422	1435
628	2426	1431
629	2431	1427
630	2435	1424
631	2439	1420
632	2443	1416
633	2447	1412
634	2451	1408
635	2455	1405
636	2459	1401
637	2463	1397
638	2466	1393
639	2471	1390
640	2475	1386
641	2479	1382
642	2484	1379
643	2488	1375
644	2492	1371
645	2496	1368
646	2499	1363
647	2503	1360
648	2507	1355
649	2510	1352
650	2514	1347
651	2518	1344
652	2521	1339
653	2524	1335
654	2527	1331
655	2531	1327
656	2534	1323
657	2538	1319
658	2541	1315
659	2544	1310
660	2548	1306
661	2551	1302
662	2554	1298
663	2557	1294
664	2561	1290
665	2564	1286
666	2567	1281
667	2571	1277
668	2574	1273
669	2577	1269
670	2580	1265
671	2584	1261
672	2587	1257
673	2590	1253
674	2594	1249
675	2597	1244
676	2600	1240
677	2604	1236
678	2607	1232
679	2610	1228
680	2613	1224
681	2616	1220
682	2620	1216
683	2623	1211
684	2626	1207
685	2629	1203
686	2633	1199
687	2636	1195
688	2639	1191
689	2643	1187
690	2646	1183
691	2649	1179
692	2652	1175
693	2656	1171
694	2659	1167
695	2662	1162
696	2666	1159
697	2669	1154
698	2672	1150
699	2675	1146
700	2680	1143
701	2683	1139
702	2687	1135
703	2690	1131
704	2693	1127
705	2697	1123
706	2700	1119
707	2703	1115
708	2706	1110
709	2709	1106
710	2713	1102
711	2716	1098
712	2719	1094
713	2722	1090
714	2726	1086
715	2730	1083
716	2734	1079
717	2738	1075
718	2741	1071
719	2745	1067
720	2748	1063
721	2752	1059
722	2755	1055
723	2759	1051
724	2762	1047
725	2765	1043
726	2770	1040
727	2773	1036
728	2777	1032
729	2781	1028
730	2784	1024
731	2788	1020
732	2791	1016
733	2794	1012
734	2798	1008
735	2801	1004
736	2804	1000
737	2807	996
738	2811	992
739	2814	988
740	2817	984
741	2820	980
742	2823	976
743	2827	972
744	2830	968
745	2833	964
746	2837	960
747	2840	956
748	2843	952
749	2847	949
750	2850	944
751	2853	941
752	2857	937
753	2861	933
754	2864	929
755	2868	925
756	2872	922
757	2876	918
758	2880	914
759	2884	910
760	2888	907
761	2892	903
762	2896	899
763	2900	895
764	2904	892
765	2908	888
766	2912	884
767	2915	880
768	2919	876
769	2923	873
770	2927	869
771	2932	866
772	2935	862
773	2939	858
774	2943	854
775	2947	850
776	2951	847
777	2955	843
778	2958	839
779	2963	835
780	2966	831
781	2970	828
782	2974	824
783	2978	820
784	2982	816
785	2986	813
786	2990	809
787	2994	805
788	2999	802
789	3002	798
790	3006	794
791	3010	790
792	3014	786
793	3018	783
794	3022	779
795	3027	775
796	3030	771
797	3034	768
798	3038	764
799	3042	760
800	3046	756
801	3049	752
802	3053	749
803	3057	745
804	3061	741
805	3066	738
806	3071	734
807	3075	730
808	3079	727
809	3084	723
810	3088	719
811	3093	716
812	3098	712
813	3102	708
814	3107	705
815	3111	701
816	3115	697
817	3119	694
818	3125	690
819	3129	686
820	3133	683
821	3136	679
822	3141	675
823	3145	671
824	3149	668
825	3153	664
826	3157	660
827	3161	656
828	3165	652
829	3169	649
830	3173	645
831	3176	641
832	3180	637
833	3185	633
834	3188	630
835	3192	626
836	3196	622
837	3201	618
838	3204	614
839	3208	611
840	3212	607
841	3215	603
842	3219	599
843	3223	595
844	3226	591
845	3230	588
846	3234	584
847	3237	580
848	3240	576
849	3244	572
850	3247	568
851	3250	564
852	3253	560
853	3257	556
854	3260	552
855	3263	549
856	3266	545
857	3269	541
858	3273	537
859	3276	533
860	3280	529
861	3283	525
862	3286	521
863	3290	517
864	3295	514
865	3300	510
866	3305	507
867	3309	503
868	3312	499
869	3316	495
870	3319	491
871	3322	487
872	3326	483
873	3329	480
874	3332	476
875	3335	472
876	3339	468
877	3342	464
878	3346	460
879	3349	456
880	3352	452
881	3355	448
882	3359	445
883	3362	441
884	3365	437
885	3368	433
886	3372	429
887	3375	425
888	3378	421
889	3381	417
890	3385	414
891	3388	410
892	3391	406
893	3395	402
894	3398	398
895	3401	394
896	3404	390
897	3407	387
898	3410	383
899	3414	379
900	3418	375
901	3421	371
902	3424	367
903	3428	364
904	3431	360
905	3434	356
906	3438	352
907	3441	348
908	3444	344
909	3448	341
910	3451	337
911	3455	333
912	3458	329
913	3462	325
914	3465	321
915	3468	318
916	3472	314
917	3475	310
918	3478	306
919	3482	302
920	3486	299
921	3490	295
922	3494	291
923	3498	287
924	3502	283
925	3506	280
926	3510	276
927	3515	272
928	3521	269
929	3525	265
930	3530	261
931	3534	257
932	3537	254
933	3541	250
934	3545	246
935	3549	242
936	3553	238
937	3557	235
938	3561	231
939	3564	227
940	3568	223
941	3572	219
942	3576	216
943	3580	212
944	3584	208
945	3588	204
946	3592	201
947	3596	197
948	3600	193
949	3604	189
950	3608	185
951	3612	182
952	3616	178
953	3620	174
954	3624	170
955	3627	166
956	3631	163
957	3635	159
958	3638	155
959	3642	151
960	3645	147
961	3649	144
962	3652	140
963	3656	136
964	3659	132
965	3663	128
966	3666	125
967	3669	121
968	3673	117
969	3677	113
970	3680	109
971	3683	106
972	3686	102
973	3689	98
974	3693	94
975	3696	90
976	3700	87
977	3704	83
978	3707	79
979	3711	75
980	3714	71
981	3717	68
982	3721	64
983	3724	60
984	3727	56
985	3730	52
986	3734	49
987	3737	45
988	3740	41
989	3743	37
990	3746	34
991	3750	30
992	3753	26
993	3756	22
994	3759	18
995	3763	15
996	3766	11
997	3769	7
998	3773	3
999	3776	0
